group,areacd,areanm,value
North West,E02001012,Harper Green,0.545045045
North West,E02001013,Over Hulton,0.680006507
North West,E02001014,Westhoughton West,0.673309254
North West,E02001015,Farnworth South,0.569506188
North West,E02001016,Highfield & New Bury,0.522533068
North West,E02001017,Kearsley & Stoneclough,0.590327038
North West,E02001018,Westhoughton Daisy Hill,0.682628359
North West,E02001019,Ramsbottom,0.63931319
North West,E02001020,Summerseat,0.728055077
North West,E02001021,Nuttall & Tottington,0.683858899
North West,E02001022,Walmersley & Limefield,0.61345496
North West,E02001023,Higher Woodhill,0.62300823
North West,E02001024,Walshaw & Woolfold,0.630421503
North West,E02001025,Fairfield & Jericho,0.519417476
North West,E02001026,Fernhill & Pimhole,0.447552448
North West,E02001027,Whitehead Park,0.545601727
North West,E02001028,Elton Vale,0.73022677
North West,E02001029,Buckley Wells & Fishpool,0.505394737
North West,E02001030,Ainsworth & Bradley Fold,0.682268534
North West,E02001031,Redvales & Hollins,0.580353101
North West,E02001032,Black Lane,0.577437362
North West,E02001033,Bank Top & Radcliffe Ees,0.521717507
North West,E02001034,Radcliffe,0.506669815
North West,E02001035,Unsworth,0.703655541
North West,E02001036,Outwood Gate,0.525947975
North West,E02001037,Whitefield West & Park Lane,0.703131703
North West,E02001038,Whitefield East,0.558960234
North West,E02001039,Besses,0.512729844
North West,E02001040,Kirkhams & Holyrood,0.641824972
North West,E02001041,Prestwich East,0.580628408
North West,E02001042,Prestwich Central,0.630068621
North West,E02001043,Prestwich Clough & Rainsough,0.60204641
North West,E02001044,Sedgley Park,0.484113712
North West,E02001045,Boothroyden & Higher Blackley,0.5744603
North West,E02001046,Blackley,0.551469176
North West,E02001047,Charlestown,0.552139843
North West,E02001048,Crumpsall North & Heaton Park,0.544528135
North West,E02001049,New Moston,0.600701972
North West,E02001050,Hapurhey North,0.449725563
North West,E02001051,Moston West,0.499944426
North West,E02001052,Crumpsall South,0.501302725
North West,E02001053,Hapurhey South & Monsall,0.461199928
North West,E02001055,Newton Heath,0.515177891
North West,E02001056,Clayton Vale,0.523145365
North West,E02001057,New Islington & Miles Platting,0.511866188
North West,E02001059,"Beswick, Eastlands & Openshaw Park",0.483412718
North West,E02001061,Openshaw & Gorton North,0.532109171
North West,E02001062,Ardwick,0.396881516
North West,E02001063,Hulme & University,0.242933224
North West,E02001064,Belle Vue & West Gorton,0.463877591
North West,E02001065,Abbey Hey,0.460965774
North West,E02001066,Victoria Park,0.333206078
North West,E02001067,Gorton South,0.415857605
North West,E02001068,Moss Side West,0.356665726
North West,E02001069,Rusholme West & Moss Side East,0.366283646
North West,E02001070,Rusholme East,0.368108108
North West,E02001071,Levenshulme North,0.437898089
North West,E02001072,Whalley Range North,0.509626023
North West,E02001073,Chorlton North,0.599413367
North West,E02001074,Fallowfield West & Whalley Range South,0.479503001
North West,E02001075,Levenshulme Central,0.47839471
North West,E02001076,Fallowfield Central,0.268747908
North West,E02001077,Chorlton South,0.621024858
North West,E02001078,Levenshulme South & Burnage North,0.545096154
North West,E02001079,Withington North & Old Moat,0.449436937
North West,E02001080,Ladybarn,0.356374172
North West,E02001081,Beech Road & Chorlton Meadows,0.611813013
North West,E02001082,Withington West,0.497772498
North West,E02001083,West Didsbury,0.503047294
North West,E02001084,Withington East,0.513903807
North West,E02001085,Burnage South,0.475274725
North West,E02001086,Merseybank & Barlow Moor,0.578771797
North West,E02001087,Didsbury Village,0.624299461
North West,E02001088,Northern Moor,0.517054863
North West,E02001089,East Didsbury,0.62878884
North West,E02001090,Northenden,0.66317734
North West,E02001091,Baguley West & Brooklands,0.638794727
North West,E02001092,Baguley East & Wythenshawe Park,0.55107084
North West,E02001093,Benchill North & Sharston,0.516153108
North West,E02001094,Benchill South & Wythenshawe Central,0.481331253
North West,E02001095,Newall Green,0.593205996
North West,E02001096,Wythenshawe East & Peel Hall,0.588032374
North West,E02001097,Woodhouse Park & Airport,0.562608265
North West,E02006902,City Centre North & Collyhurst,0.372943576
North West,E02006912,Piccadilly & Ancoats,0.205349726
North West,E02006913,Cheetham Hill,0.490680713
North West,E02006914,University North & Whitworth Street,0.16572644
North West,E02006915,Strangeways,0.43668951
North West,E02006916,Hulme Park & St George's,0.376591874
North West,E02006917,Castlefield & Deansgate,0.29250034
North West,E02001098,Shaw & Crompton,0.685523842
North West,E02001099,Wood End,0.570655849
North West,E02001100,Clough & Shaw Side,0.653290799
North West,E02001101,Royton North,0.700361664
North West,E02001102,Royton East & Cowlishaw,0.612774451
North West,E02001103,"Diggle, Delph & Denshaw",0.707881683
North West,E02001104,Moorside & Sholver,0.554052169
North West,E02001105,Royton South West,0.627679016
North West,E02001106,Royton South East,0.648058252
North West,E02001107,Chadderton North,0.558329481
North West,E02001108,Derker,0.452409331
North West,E02001109,Waterhead,0.530984997
North West,E02001110,"New Delph, Dobcross & Austerlands",0.681417298
North West,E02001111,Oldham Town North,0.492337917
North West,E02001112,Middleton Junction,0.677746676
North West,E02001113,Busk,0.430317076
North West,E02001114,Chadderton Central,0.547180537
North West,E02001115,Lees & Hey,0.609781122
North West,E02001116,Salem,0.38135156
North West,E02001117,Greenfield & Uppermill,0.667754037
North West,E02001118,Springhead & Grasscroft,0.689883914
North West,E02001119,Alexandra Park,0.353681769
North West,E02001121,Oldham Town South,0.311918376
North West,E02001123,Alt,0.490707391
North West,E02001124,Chadderton South East,0.471557115
North West,E02001125,Chadderton South West,0.567637302
North West,E02001126,Hathershaw,0.424039517
North West,E02001127,Lime Side & Garden Suburb,0.47051199
North West,E02001128,Failsworth East,0.5534485
North West,E02001129,Failsworth West,0.554325148
North West,E02001130,Holt Lane End & Bardsley,0.668950194
North West,E02001131,Failsworth South,0.631378522
North West,E02006860,Werneth,0.385150812
North West,E02001132,Littleborough North & Calderbook,0.661837238
North West,E02001133,Littleborough West & Wardle,0.665385207
North West,E02001134,Littleborough South & Smithy Bridge,0.69637224
North West,E02001135,Hurstead & Smallbridge,0.500060953
North West,E02001136,"Healey, Syke & Shawclough",0.613776005
North West,E02001137,Hooley Bridge & Norden West,0.667755102
North West,E02001138,Norden East & Bagslate Moor,0.703283861
North West,E02001139,Wardleworth & Newbold Brow,0.449844362
North West,E02001140,Spotland Bridge,0.493261131
North West,E02001141,Central Rochdale & Mandale Park,0.432799306
North West,E02001142,Springfield Park,0.711279752
North West,E02001143,Kingsway,0.458784699
North West,E02001144,Milnrow West,0.617447596
North West,E02001145,Milnrow East & Newhey,0.655186896
North West,E02001146,Deeplish,0.419603524
North West,E02001147,Balderstone & Kirkholt,0.508012342
North West,E02001148,Castleton & Trub,0.576373213
North West,E02001149,Heywood Town,0.577851711
North West,E02001150,Heywood Heap Bridge & Darnhill,0.568571113
North West,E02001151,Heywood Hopwood & Siddal Moor,0.630745005
North West,E02001152,North Middleton & Stakehill,0.574064312
North West,E02001153,Langley & Wood Side,0.513192154
North West,E02001154,Middleton East,0.551730863
North West,E02001155,Middleton Town & Rhodes,0.580428052
North West,E02001156,Alkrington,0.656956251
North West,E02001157,Little Hulton North,0.445837812
North West,E02001158,Walkden North West,0.504465011
North West,E02001159,Walkden North East,0.538450163
North West,E02001160,Little Hulton South,0.493764887
North West,E02001161,Clifton,0.591767881
North West,E02001162,Swinton Newtown,0.566765092
North West,E02001163,Walkden South,0.619519393
North West,E02001164,Clifton Green & Pendlebury East,0.482621009
North West,E02001165,Swinton West,0.586796247
North West,E02001166,Broughton Park,0.404159256
North West,E02001167,Kersal Dale,0.471267566
North West,E02001168,Swinton Worsley Road,0.579941557
North West,E02001169,Ellenbrook & Boothstown,0.682931533
North West,E02001170,Worsley,0.670281996
North West,E02001171,Swinton South East & Pendlebury West,0.652629799
North West,E02001172,Higher Broughton,0.356633108
North West,E02001173,Cromwell Road & Broad Street,0.410605873
North West,E02001174,Lightoaks,0.588055954
North West,E02001175,Winton & Westwood,0.519939494
North West,E02001176,Eccles,0.599023284
North West,E02001177,Weaste & Seedley,0.494941105
North West,E02001178,Salford Central & University,0.397330867
North West,E02001179,Langworthy Buile Hill,0.477457502
North West,E02001180,Pendleton,0.357524828
North West,E02001181,Peel Green,0.466982674
North West,E02001182,Barton upon Irwell,0.505939689
North West,E02001183,Patricroft,0.486231777
North West,E02001184,Ordsall & Salford Quays,0.404519045
North West,E02001185,Higher Irlam,0.562751408
North West,E02001186,Lower Irlam & Cadishead,0.534119226
North West,E02001187,Reddish Vale View,0.65136967
North West,E02001188,North Reddish,0.534862065
North West,E02001189,Central Reddish,0.646485315
North West,E02001190,Brinnington,0.576917873
North West,E02001191,Woodley,0.668131482
North West,E02001192,Heaton Chapel & Shaw Road,0.592090234
North West,E02001193,South Reddish & Heaton Norris,0.603026959
North West,E02001194,Heaton Moor,0.638692441
North West,E02001195,Bredbury,0.62460611
North West,E02001196,Romiley & Compstall,0.655079528
North West,E02001197,Norris Bank,0.618390083
North West,E02001198,Bredbury Green,0.595083917
North West,E02001199,Heaton Mersey,0.648393195
North West,E02001200,"Central Stockport, Portwood & Shaw Heath",0.529745416
North West,E02001201,Woodbank Park,0.565360041
North West,E02001202,Edgeley,0.519486692
North West,E02001203,Marple Bridge & Mellor,0.725839268
North West,E02001204,Cheadle Heath,0.542339803
North West,E02001205,Heaviley,0.564919995
North West,E02001206,Marple & Rose Hill,0.649793103
North West,E02001207,Offerton East & Bosden Farm,0.636519994
North West,E02001208,Cheadle East,0.585578447
North West,E02001209,Davenport,0.535583827
North West,E02001210,Offerton West,0.571910871
North West,E02001211,Gatley North,0.651997503
North West,E02001212,Adswood,0.475031829
North West,E02001213,Woodsmoor & Mile End,0.609450528
North West,E02001214,Gatley South & Cheadle West,0.659655082
North West,E02001215,Marple & Hawk Green,0.690848027
North West,E02001216,Cheadle Hulme Orrishmere,0.663146638
North West,E02001217,Hazel Grove North,0.575604109
North West,E02001218,Bramhall North West,0.672566372
North West,E02001219,Hazel Grove West,0.65689528
North West,E02001220,Cheadle Hulme West,0.636283961
North West,E02001221,Hazel Grove East & South,0.691316147
North West,E02001222,Heald Green West,0.637971149
North West,E02001223,Bramhall North East,0.708339594
North West,E02001224,High Lane,0.754918882
North West,E02001225,Cheadle Hulme South East,0.66802113
North West,E02001226,Heald Green East,0.602762898
North West,E02001227,Bramhall West,0.660567715
North West,E02001228,Bramhall South & Woodford,0.738458838
North West,E02001229,Mossley,0.612295001
North West,E02001230,Ashton North,0.651162791
North West,E02001231,Carrbrook & Micklehurst,0.593013585
North West,E02001232,Hurst Cross,0.533757511
North West,E02001233,Ashton Waterloo,0.579688094
North West,E02001234,Smallshaw,0.529080915
North West,E02001235,Ashton East,0.58629406
North West,E02001236,Stalybridge North,0.548446683
North West,E02001237,Stalybridge East & Swineshaw,0.577793394
North West,E02001238,Droylsden East,0.631952363
North West,E02001239,Droylsden Central,0.585231486
North West,E02001240,Droylsden West,0.634618513
North West,E02001241,Ashton Central,0.455843079
North West,E02001242,Audenshaw,0.652270703
North West,E02001243,Stalybridge South,0.667873642
North West,E02001244,Dukinfield East & Hough Hill,0.678895683
North West,E02001245,Dukinfield West,0.571202916
North West,E02001246,Newtonmoor,0.589259007
North West,E02001247,Guide Bridge,0.615960818
North West,E02001248,Hyde North,0.546108625
North West,E02001249,Denton North,0.587496023
North West,E02001250,Godley,0.657024793
North West,E02001251,"Mottram, Hollingworth & Broadbottom",0.672509692
North West,E02001252,Dane Bank,0.690401205
North West,E02001253,Denton West,0.644800975
North West,E02001254,Denton East,0.614224902
North West,E02001255,Hattersley,0.546600957
North West,E02001256,Hyde South,0.512566138
North West,E02001257,Denton South,0.614174972
North West,E02001258,Cheetham Fold & Gee Cross,0.668334723
North West,E02001259,Old Trafford,0.440914306
North West,E02001260,Trafford Park West & Kingsway Park,0.632881401
North West,E02001261,Gorse Hill,0.519636406
North West,E02001262,Firswood,0.540649936
North West,E02001263,Davyhulme,0.678627333
North West,E02001264,Trafford Park East & Sevenways,0.579324944
North West,E02001265,Flixton & Moorside,0.624616517
North West,E02001266,Lostock & Stretford Meadows,0.579052511
North West,E02001267,Urmston East,0.604632694
North West,E02001268,Urmston West,0.689838039
North West,E02001269,Stretford East,0.58754771
North West,E02001270,Sale North,0.595059705
North West,E02001271,Ashton upon Mersey North,0.60112616
North West,E02001272,Sale East,0.608809836
North West,E02001273,Sale Central,0.562720502
North West,E02001274,Ashton upon Mersey South,0.68183509
North West,E02001275,Partington,0.489446064
North West,E02001276,Sale Moor,0.584128149
North West,E02001277,Broadheath & Firsway,0.531838288
North West,E02001278,West Timperley,0.631053477
North West,E02001279,Timperley North,0.652143194
North West,E02001280,Timperley East,0.612283614
North West,E02001281,Timperley South,0.700406984
North West,E02001282,Altrincham East,0.586051523
North West,E02001283,"Altrincham West, Dunham & Warburton",0.619174434
North West,E02001284,Hale,0.631167909
North West,E02001285,Bowdon,0.653248851
North West,E02001286,Hale Barns,0.666906044
North West,E02001287,Standish North,0.691743119
North West,E02001288,Standish South,0.698308508
North West,E02001289,Shevington,0.690685935
North West,E02001290,Aspull & Red Rock,0.663692408
North West,E02001291,Beech Hill,0.590967909
North West,E02001292,Wigan Marylebone & Bottling Wood,0.649708401
North West,E02001293,New Springs,0.659020154
North West,E02001294,Wigan Central,0.598505004
North West,E02001295,Wigan East,0.519193486
North West,E02001296,Laithwaite & Marsh Green,0.423104472
North West,E02001297,Pemberton North,0.581991652
North West,E02001298,Ince-in-Makerfield,0.492902481
North West,E02001299,Hindley West,0.604824366
North West,E02001300,Pemberton South,0.582059001
North West,E02001301,Wigan South,0.53249453
North West,E02001302,Hindley East,0.608326041
North West,E02001303,Atherton North,0.511918022
North West,E02001304,Orrell & Longshaw,0.652197462
North West,E02001305,Hindley Green,0.657936219
North West,E02001306,Worsley Mesnes & Hawkley,0.657099698
North West,E02001307,Winstanley,0.646121238
North West,E02001308,Atherton South East & Tyldesley West,0.598400783
North West,E02001309,Atherton South West,0.59030784
North West,E02001310,Platt Bridge & Spring View,0.534967632
North West,E02001311,Tyldesley North,0.573619264
North West,E02001312,Abram & Bickershaw,0.541133239
North West,E02001313,Leigh North,0.526590578
North West,E02001314,Tyldesley South,0.577735354
North West,E02001315,"Astley, Blackmoor & Mosley Common",0.653929867
North West,E02001316,Leigh Central,0.516432626
North West,E02001317,Leigh East & Higher Folds,0.593011187
North West,E02001318,Ashton-in-Makerfield North,0.631351626
North West,E02001319,Leigh West,0.571044547
North West,E02001320,Leigh South East,0.571521881
North West,E02001321,Ashton-in-Makerfield East,0.629643117
North West,E02001322,Ashton-in-Makerfield West,0.666712216
North West,E02001323,Leigh South,0.594679383
North West,E02001324,Golborne,0.581461005
North West,E02001325,Lowton,0.729491696
North West,E02001326,Lowton Common,0.642541924
North West,E02001327,Kirkby North East,0.541975604
North West,E02001328,Kirkby North West,0.620659298
North West,E02001329,Kirkby South East,0.549192364
North West,E02001330,Kirkby South West & Field Lane,0.558856007
North West,E02001331,Knowsley Village & Southdene,0.563778283
North West,E02001332,Stockbridge Village,0.530673181
North West,E02001333,Prescot,0.591355377
North West,E02001334,Page Moss & Fincham,0.546729762
North West,E02001335,Whiston North,0.632226781
North West,E02001336,Longview & Knowsley Park,0.482924814
North West,E02001337,Mosscroft & Bakers Green,0.559069612
North West,E02001338,Huyton Farm,0.56765453
North West,E02001339,Whiston South,0.561326658
North West,E02001340,Court Hey & Swanside,0.624801776
North West,E02001341,Huyton East,0.543166912
North West,E02001342,Huyton West & Roby,0.702451048
North West,E02001343,"Halsnead, Cronton & Halewood East",0.639518994
North West,E02001344,Halewood North,0.610853862
North West,E02001345,Halewood Central,0.629771689
North West,E02001346,Halewood South,0.528954424
North West,E02001347,Fazakerley North,0.584223919
North West,E02001348,Walton Vale,0.586735446
North West,E02001349,Orrell Park,0.630832689
North West,E02001350,Croxteth West & Gillmoss,0.579124579
North West,E02001351,Fazakerley South,0.560082873
North West,E02001352,Walton North,0.51190642
North West,E02001353,Croxteth East,0.613614573
North West,E02001354,Walton East,0.557167348
North West,E02001355,Walton Hall,0.565813253
North West,E02001356,Norris Green East,0.464409205
North West,E02001357,Norris Green West,0.539770311
North West,E02001358,Walton South,0.506132345
North West,E02001359,Croxteth Park,0.664997218
North West,E02001360,Kirkdale North,0.52092435
North West,E02001361,Anfield North,0.585142241
North West,E02001362,Muirhead Avenue,0.640640223
North West,E02001363,Yewtree,0.511990717
North West,E02001364,Anfield West,0.511864407
North West,E02001365,Anfield East,0.45985783
North West,E02001366,Tuebrook,0.531069685
North West,E02001367,Sandfield Park & Holly Lodge,0.652732442
North West,E02001368,Kirkdale South & Vauxhall,0.580825451
North West,E02001369,Everton West,0.528237585
North West,E02001370,Everton East,0.51292744
North West,E02001371,Knotty Ash,0.534542434
North West,E02001372,Dovecot,0.655812384
North West,E02001373,Fairfield East,0.545226951
North West,E02001374,Fairfield West & Newsham Park,0.427168234
North West,E02001375,Stoneycroft,0.610757149
North West,E02001376,Kensington,0.397809835
North West,E02001377,Edge Hill,0.265289616
North West,E02001378,Wavertree East,0.573107724
North West,E02001380,Broad Green,0.63053994
North West,E02001381,Wavertree West,0.412759494
North West,E02001382,Childwall East,0.676972909
North West,E02001383,"Chinatown, St James & Georgian Quarter",0.356510231
North West,E02001384,Wavertree South,0.348400431
North West,E02001385,Toxteth Park,0.332733993
North West,E02001386,Belle Vale,0.63091074
North West,E02001387,Childwall West & Wavertree Green,0.685614849
North West,E02001388,Wavertree Penny Lane,0.510177668
North West,E02001389,Princes Park,0.477074869
North West,E02001390,Toxteth,0.505085457
North West,E02001391,Netherley,0.572544255
North West,E02001392,Gateacre,0.695752768
North West,E02001393,Calderstones,0.681418288
North West,E02001394,Mossley Hill West & Sefton Park,0.534209709
North West,E02001395,Mossley Hill East,0.639435696
North West,E02001396,Dingle,0.539571052
North West,E02001397,Woolton,0.654933406
North West,E02001398,St Michael's & Otterspool,0.582178474
North West,E02001399,West Allerton,0.681376005
North West,E02001400,Allerton,0.630856461
North West,E02001401,Hunts Cross,0.649143302
North West,E02001402,Aigburth & Grassendale,0.624932191
North West,E02001403,Garston,0.488928785
North West,E02001404,Speke West & Airport,0.493935046
North West,E02001405,Speke East,0.45902147
North West,E02006932,Central & Islington,0.195204111
North West,E02006933,Albert Dock & Queen's Dock,0.428504509
North West,E02006934,Pier Head,0.306645985
North West,E02001406,Rainford,0.753367876
North West,E02001407,Billinge,0.74459623
North West,E02001408,Garswood,0.681891746
North West,E02001409,Moss Bank,0.642723972
North West,E02001410,Haydock East,0.601263661
North West,E02001411,Haydock West,0.646718803
North West,E02001412,Windle & Denton's Green,0.637856907
North West,E02001413,Blackbrook,0.670326122
North West,E02001414,Eccleston,0.722669104
North West,E02001415,Earlestown North,0.577969573
North West,E02001416,Broad Oak,0.537408617
North West,E02001417,Town Centre West,0.575138645
North West,E02001418,Earlestown South,0.607481297
North West,E02001419,Town Centre East & Fingerpost,0.55095323
North West,E02001420,Newton-le-Willows,0.597269918
North West,E02001421,West Park,0.641638225
North West,E02001422,Derbyshire Hill,0.515222141
North West,E02001423,Eccleston Park,0.699106868
North West,E02001424,Thatto Heath & Lea Green,0.60477327
North West,E02001425,Sutton Leach,0.665430774
North West,E02001426,Rainhill North,0.681183388
North West,E02001427,Bold & Clock Face,0.614538083
North West,E02001428,Rainhill South,0.731813246
North West,E02001429,Crossens,0.692204501
North West,E02001430,Marshside,0.715065345
North West,E02001431,Hesketh Park,0.738149286
North West,E02001432,Southport Waterfront,0.557938965
North West,E02001433,Southport High Park,0.534258902
North West,E02001434,Meols Cop,0.561921374
North West,E02001435,Southport South,0.522766973
North West,E02001436,Southport Kew,0.631029118
North West,E02001437,Birkdale,0.720220741
North West,E02001438,Hillside,0.617550574
North West,E02001439,Ainsdale East,0.627746013
North West,E02001440,Ainsdale West,0.781768892
North West,E02001441,Formby West & Freshfield North,0.734827264
North West,E02001442,Formby Central & Freshfield South,0.699418229
North West,E02001443,Formby South West,0.721094599
North West,E02001444,Formby South East & Ince Blundell,0.686084142
North West,E02001445,Maghull North West & Lydiate,0.725140991
North West,E02001446,Maghull North East,0.706021251
North West,E02001447,Maghull South East,0.721717877
North West,E02001448,Maghull South West,0.686808256
North West,E02001449,Hightown & Thornton,0.683453237
North West,E02001450,Blundellsands,0.713420543
North West,E02001451,Netherton North,0.566771471
North West,E02001452,Ford,0.524209264
North West,E02001453,Crosby East,0.658624986
North West,E02001454,Aintree East & Waddicar,0.684542587
North West,E02001455,Aintree West & Old Roan,0.644644363
North West,E02001456,Brighton le Sands & Crosby West,0.630533333
North West,E02001457,Netherton South,0.525544267
North West,E02001458,Waterloo,0.613003497
North West,E02001459,Litherland North,0.556932071
North West,E02001460,Seaforth North,0.587240787
North West,E02001461,Litherland South,0.631578947
North West,E02001462,Seaforth South,0.486835443
North West,E02001463,Orrell,0.573068746
North West,E02001464,Bootle North,0.499572893
North West,E02001465,Bootle South,0.513554424
North West,E02001466,Bootle East,0.546995733
North West,E02001467,New Brighton,0.664191315
North West,E02001468,Wallasey East,0.639322746
North West,E02001469,Wallasey Village,0.701738571
North West,E02001470,Wallasey Central,0.694983915
North West,E02001471,Egremont,0.534372604
North West,E02001472,Leasowe,0.629724718
North West,E02001473,Liscard,0.606129398
North West,E02001474,Seacombe,0.502723312
North West,E02001475,Leasowe South & Moreton East,0.565400187
North West,E02001476,Poulton,0.541337348
North West,E02001477,Bidston Hill,0.490300742
North West,E02001478,Moreton West,0.676875
North West,E02001479,Great Meols,0.710292454
North West,E02001480,Hoylake,0.685662944
North West,E02001481,Claughton North,0.669463294
North West,E02001482,Birkenhead Central,0.532405712
North West,E02001483,Saughall Massie,0.672131148
North West,E02001484,Upton West,0.664960679
North West,E02001485,Noctorum North & Upton East,0.552148127
North West,E02001486,Claughton South & Oxton North,0.6645818
North West,E02001487,Birkenhead South,0.47133758
North West,E02001488,Oxton South,0.577178817
North West,E02001489,Greasby,0.719727891
North West,E02001490,Noctorum South,0.66197012
North West,E02001491,Woodchurch,0.571179039
North West,E02001492,West Kirby,0.65819714
North West,E02001493,Tranmere,0.527129909
North West,E02001494,Caldy & Newton,0.711912537
North West,E02001495,Egerton Park,0.593663912
North West,E02001496,Prenton,0.633040702
North West,E02001497,Bebington New Ferry,0.554103566
North West,E02001498,Woodhey,0.635039423
North West,E02001499,Thursaston & Irby,0.717263253
North West,E02001500,Pensby & Thingwall,0.685642251
North West,E02001501,Higher Bebington,0.653255029
North West,E02001502,Lower Bebington & Bromborough Pool,0.617897138
North West,E02001503,Heswall,0.704200778
North West,E02001504,"Poulton, Raby Mere & Thornton Hough",0.73808204
North West,E02001505,Bromborough North,0.646650906
North West,E02001506,Gayton & Lower Heswall,0.752880776
North West,E02001507,Bromborough South,0.699257599
North West,E02001508,Eastham,0.611479561
South East,E02003314,Hoo Peninsula,0.666823529
South East,E02003315,Cliffe,0.652959056
South East,E02003316,Hoo St Werburgh & High Halstow,0.61587533
South East,E02003317,Wainscott & City Estate,0.614112136
South East,E02003318,Broomhill,0.625544024
South East,E02003319,Strood North & Frindsbury,0.498817408
South East,E02003320,Chatham Maritime,0.45639472
South East,E02003321,Rede Common,0.515146902
South East,E02003322,Gillingham North,0.373148706
South East,E02003323,Gillingham North East,0.47744703
South East,E02003324,Strood South & Temple Marsh,0.492496451
South East,E02003325,Gillingham Central,0.417545665
South East,E02003326,Gillingham East,0.509412791
South East,E02003327,Rochester West,0.536695421
South East,E02003328,Chatham Central and Rochester Riverside,0.403174926
South East,E02003329,Gillingham South,0.456226362
South East,E02003330,Rochester East,0.542840202
South East,E02003331,Twydall,0.576510446
South East,E02003332,Gillingham South East,0.577936508
South East,E02003333,Luton,0.384605069
South East,E02003334,Chatham South West,0.488752225
South East,E02003335,Chatham South East,0.39199157
South East,E02003336,Rainham North West,0.66441738
South East,E02003337,Rochester South West,0.573641267
South East,E02003338,Rainham North East,0.565295916
South East,E02003339,Rochester South East,0.607456478
South East,E02003340,Wayfield,0.556916156
South East,E02003341,Cuxton & Halling,0.6206792
South East,E02003342,Rainham South East,0.61718873
South East,E02003343,Rainham South West,0.711024687
South East,E02003344,Capstone,0.531188536
South East,E02003345,Parkwood East,0.591044283
South East,E02003346,Horsted,0.603597122
South East,E02003347,Settington,0.530525628
South East,E02003348,Hempstead & Wigmore,0.690785246
South East,E02003349,Parkwood West,0.615120746
South East,E02003350,Walderslade,0.616095618
South East,E02003351,Lordswood,0.576607738
South East,E02003352,Winkfield & Cranbourne,0.678723767
South East,E02003353,Binfield & Popeswood,0.652144382
South East,E02003354,Wick Hill,0.620357358
South East,E02003355,Priestwood,0.531486146
South East,E02003356,Chavey Down & North Ascot West,0.597334799
South East,E02003357,Bullbrook,0.52744022
South East,E02003358,Central Bracknell & Wildridings,0.521823472
South East,E02003359,Crown Wood,0.557961001
South East,E02003360,Great Hollands,0.541846492
South East,E02003361,Birch Hill & Hanworth East,0.5929587
South East,E02003362,Hanworth West,0.576911808
South East,E02003363,Crowthorne South,0.561889027
South East,E02003364,Owlsmoor & Broadmoor,0.606836342
South East,E02003365,Sandhurst,0.639852399
South East,E02003366,College Town,0.570173103
South East,E02003367,"Chieveley, East Isley & Compton",0.612153155
South East,E02003368,Lambourn & Great Shefford,0.654069256
South East,E02003369,Streatley & Pangbourne,0.695016918
South East,E02003370,Purley on Thames,0.701095932
South East,E02003371,Westwood,0.720448965
South East,E02003372,Calcot North & Little Heath,0.664263241
South East,E02003373,Hermitage & Cold Ash,0.586537351
South East,E02003374,Calcot South,0.646032032
South East,E02003375,Theale & Beenham,0.67147708
South East,E02003376,Hungerford,0.628356422
South East,E02003377,Thatcham South East & Bradfield,0.64502709
South East,E02003378,Newbury North West,0.629998722
South East,E02003379,Newbury Clay Hill,0.53978588
South East,E02003380,Thatcham West,0.616939611
South East,E02003381,Burghfield Common,0.632653061
South East,E02003382,Thatcham Town,0.561590567
South East,E02003383,Thatcham North East,0.620415378
South East,E02003384,Kintbury & Boxford,0.658169533
South East,E02003385,Newbury Central & Greenham,0.562311215
South East,E02003386,Newbury South West,0.599902889
South East,E02003387,Newbury Wash Common,0.617752857
South East,E02003388,Mortimer & Aldermaston Wharf,0.682943604
South East,E02003389,Caversham Emmer Green,0.683414371
South East,E02003390,Caversham Heights,0.712047013
South East,E02003391,Caversham Balmore Park,0.664541932
South East,E02003392,Lower Caversham,0.588850619
South East,E02003393,Tilehurst North,0.696256684
South East,E02003394,Norcot North,0.544086291
South East,E02003395,Battle & Caversham Bridge,0.465639113
South East,E02003396,Norcot South,0.537593161
South East,E02003397,Tilehurst South,0.63503452
South East,E02003398,Palmer Park,0.44215306
South East,E02003399,Reading Central,0.410338487
South East,E02003400,Wokingham Road,0.448732084
South East,E02003401,Coley Park,0.51638496
South East,E02003402,Southampton Street & Redlands Road,0.456076555
South East,E02003403,Southcote,0.595648652
South East,E02003404,Leighton Park,0.347120419
South East,E02003405,Kennet Island & Green Park,0.523235346
South East,E02003406,Whitley Wood,0.603903398
South East,E02003407,Britwell,0.505461768
South East,E02003408,Manor Park,0.47514114
South East,E02003409,Haymill & Lynch Hill,0.538314753
South East,E02003410,Baylis & Stoke,0.482026851
South East,E02003411,Wexham Lea,0.517874481
South East,E02003412,Cippenham Green,0.529022403
South East,E02003413,Stoke Road & Wexham Road,0.489142601
South East,E02003414,Cippenham Meadows,0.458396484
South East,E02003415,Chalvey,0.399243944
South East,E02003416,Langley St Mary's,0.539266451
South East,E02003417,Central Slough & Upton Court,0.516086957
South East,E02003418,Langley Kederminster,0.525998418
South East,E02003419,Langley Foxborough,0.512382676
South East,E02003420,Colnbrook & Poyle,0.472205254
South East,E02003421,Pinkney's Green & Furze Platt Road,0.649661077
South East,E02003422,Cookham & Waltham,0.700576319
South East,E02003423,Furze Platt,0.587017002
South East,E02003424,Maidenhead East,0.6640625
South East,E02003425,Maidenhead Central,0.530947111
