group,areacd,areanm,value
East Midlands,E02005843,"Worksop West, Shireoaks & Rhodesia",0.628596594
East Midlands,E02005844,Retford South,0.629404901
East Midlands,E02005846,Worksop Cheapside,0.487006737
East Midlands,E02005847,Worksop Town & South,0.60694367
East Midlands,E02005848,"Manton, Clumber & Elkesley",0.69517134
East Midlands,E02005849,"Tuxford, Markham & Rampton",0.678731105
East Midlands,E02006903,Worksop Kilton,0.670232683
East Midlands,E02005850,Eastwood Hall & Brinsley,0.638759031
East Midlands,E02005851,Eastwood Town,0.57283872
East Midlands,E02005852,Eastwood East,0.668531968
East Midlands,E02005853,Kimberley North & Watnall,0.63783023
East Midlands,E02005856,Bramcote,0.700163621
East Midlands,E02005857,Stapleford North,0.541801885
East Midlands,E02005858,Beeston North,0.536159903
East Midlands,E02005859,Stapleford South,0.616568047
East Midlands,E02005860,Beeston Town,0.529651475
East Midlands,E02005861,Beeston Rylands,0.59510291
East Midlands,E02005862,Chilwell West,0.596619239
East Midlands,E02005863,Attenborough & Chilwell East,0.690100053
East Midlands,E02005864,Toton,0.650296359
East Midlands,E02006906,"Kimberley South, Trowell & Awsworth",0.628950695
East Midlands,E02005865,Ravenshead & Newstead,0.713372724
East Midlands,E02005866,Calverton & Woodborough,0.664932031
East Midlands,E02005868,Redhill,0.647855846
East Midlands,E02005869,Arnold Town,0.544588602
East Midlands,E02005870,Daybrook,0.543098427
East Midlands,E02005871,Plains Estate,0.661116552
East Midlands,E02005872,Burton Joyce & Lambley,0.702572347
East Midlands,E02005873,Woodthorpe & Arno Vale,0.68238806
East Midlands,E02005874,Mapperley & Porchester,0.657487091
East Midlands,E02005875,Gedling North,0.592108539
East Midlands,E02005876,Gedling South,0.638138808
East Midlands,E02005877,Carlton Hill,0.609117771
East Midlands,E02005878,Carlton,0.597538159
East Midlands,E02005879,Netherfield & Colwick,0.548754915
East Midlands,E02006835,Bestwood Village,0.607998678
East Midlands,E02005880,Church Warsop & Meden Vale,0.611302442
East Midlands,E02005881,Market Warsop,0.623144453
East Midlands,E02005882,"Manor, Hornby & Peafields",0.713151627
East Midlands,E02005883,Woodhouse,0.577903017
East Midlands,E02005884,Yeoman Hill & Maun Valley,0.661154236
East Midlands,E02005885,Abbott Road & Pleasley Hill,0.64529348
East Midlands,E02005886,Forest Town & Newlands,0.655224544
East Midlands,E02005887,Mansfield Town Centre & Broomhill,0.464569161
East Midlands,E02005888,Newgate & Carr Bank,0.506049571
East Midlands,E02005889,Grange Farm & Ladybrook,0.611211573
East Midlands,E02005890,Eakring & Ling Forest,0.665920955
East Midlands,E02005891,Oak Tree & Ransom Wood,0.558633426
East Midlands,E02005892,"King's Walk, Berry Hill & Oakham",0.682534525
East Midlands,E02005893,Ollerton & Boughton,0.631162289
East Midlands,E02005894,Edwinstowe & Clipstone,0.662679426
East Midlands,E02005895,"Muskham, Sutton on Trent & Walesby",0.728446115
East Midlands,E02005896,"Winthorpe, Coddington & Collingham",0.724612737
East Midlands,E02005897,Bilsthorpe & Farnsfield,0.669608677
East Midlands,E02005898,Rainworth & Blidworth,0.64308539
East Midlands,E02005899,Newark North,0.496670678
East Midlands,E02005900,Southwell,0.684174902
East Midlands,E02005901,Newark South East,0.55895241
East Midlands,E02005902,Newark South West,0.580196596
East Midlands,E02005903,Balderton,0.651644216
East Midlands,E02005904,"Fernwood, Farndon & Fiskerton",0.64537563
East Midlands,E02005905,"Lowdham, Bleasby & Gunthorpe",0.675588235
East Midlands,E02005906,East Bridgford & Aslockton,0.700631805
East Midlands,E02005907,Bingham,0.625281946
East Midlands,E02005908,Radcliffe on Trent & Shelford,0.675408792
East Midlands,E02005909,Lady Bay,0.59435068
East Midlands,E02005910,West Bridgford,0.494352917
East Midlands,E02005911,Gamston & Holme Pierrepoint,0.623482245
East Midlands,E02005912,Compton Acres & Lutterell,0.643933804
East Midlands,E02005913,Edwalton,0.668015171
East Midlands,E02005914,Cotgrave,0.603352644
East Midlands,E02005915,"Cropwell Bishop, Kinoulton & Upper Broughton",0.706631763
East Midlands,E02005916,Ruddington,0.635947047
East Midlands,E02005917,"Keyworth North, Tollerton & Willoughby",0.741501294
East Midlands,E02005918,Keyworth South,0.670472136
East Midlands,E02005919,"Ratcliffe, Sutton Bonington & Gotham",0.637828422
East Midlands,E02005920,East Leake,0.70129399
East of England,E02003237,"Glinton, Northborough & Maxey",0.725901526
East of England,E02003238,Werrington,0.606969643
East of England,E02003239,Newborough & Peakirk,0.719283971
East of England,E02003240,"Barnack, Wittering & Wansford",0.606806128
East of England,E02003241,Eye & Thorney,0.688669202
East of England,E02003242,Walton,0.628316359
East of England,E02003243,Paston,0.460445866
East of England,E02003244,Dogsthorpe,0.451019761
East of England,E02003245,North Bretton & Westwood,0.440403267
East of England,E02003246,Millfield & Bourges Boulevard,0.375721393
East of England,E02003247,Bretton Park,0.53130227
East of England,E02003248,Central Park,0.385314561
East of England,E02003249,Fengate & Parnwell,0.436641853
East of England,E02003250,Peterborough Central,0.354931836
East of England,E02003251,Longthorpe & Netherton,0.694547964
East of England,E02003252,West Town & Woodston,0.412279319
East of England,E02003253,Fletton,0.490700274
East of England,E02003254,Orton West & Castor,0.69244186
East of England,E02003255,Stanground,0.591621691
East of England,E02003257,Orton Malborne & Goldhay,0.486062913
East of England,E02006877,Hargate & Orton Longueville,0.528226221
East of England,E02006878,Hampton Vale,0.479252566
East of England,E02003258,Bramingham,0.63182754
East of England,E02003259,Sundon Park,0.549019608
East of England,E02003260,Marsh Farm,0.454895357
East of England,E02003261,Warden Hill,0.627693336
East of England,E02003262,Leagrave,0.483511058
East of England,E02003263,Limbury,0.498171543
East of England,E02003264,Barnfield,0.544982699
East of England,E02003265,Stopsley North,0.628076923
East of England,E02003266,Lewsey North,0.489589011
East of England,E02003267,Montrose Avenue,0.402389277
East of England,E02003268,Challney,0.406709481
East of England,E02003269,Stopsley South & Round Green,0.523971273
East of England,E02003270,Lewsey South,0.556659308
East of England,E02003271,Wigmore & Airport,0.571562208
East of England,E02003272,Kingsway,0.420349234
East of England,E02003273,St Anns Hill,0.502269149
East of England,E02003274,Bury Park,0.371509618
East of England,E02003275,Central Luton & Park Town,0.303359434
East of England,E02003276,Dallow Road,0.331719661
East of England,E02003277,Farley Hill & Stockwood Park,0.423481414
East of England,E02003278,New Town,0.320896055
East of England,E02003279,Eastwood Park,0.649668805
East of England,E02003280,Eastwood,0.601473543
East of England,E02003281,Belfairs,0.647517141
East of England,E02003282,Prittlewell,0.586621571
East of England,E02003283,Blenheim Park,0.591007001
East of England,E02003284,St Lukes,0.556379691
East of England,E02003285,Westborough,0.509605933
East of England,E02003286,West Leigh,0.632175387
East of England,E02003287,Southchurch,0.636913617
East of England,E02003288,Victoria,0.483513073
East of England,E02003289,Leigh,0.544194935
East of England,E02003290,Chalkwell,0.587239707
East of England,E02003291,Shoeburyness,0.633400033
East of England,E02003292,Kursaal,0.475006076
East of England,E02003293,Southend Central,0.523882765
East of England,E02003294,Thorpe Bay,0.68611171
East of England,E02003295,West Shoebury,0.619477435
East of England,E02003296,Corringham North & London Gateway,0.67122281
East of England,E02003297,Corringham South,0.603518079
East of England,E02003298,Stanford East,0.652875587
East of England,E02003299,"Orsett, Bulphan & Hordon-on-the-Hill",0.665386542
East of England,E02003300,Stanford West,0.579795366
East of England,E02003301,North Ockendon,0.49649987
East of England,E02003302,South Ockendon,0.441390235
East of England,E02003303,Aveley,0.479699575
East of England,E02003304,Stifford Clays,0.57154538
East of England,E02003305,Little Thurrock North,0.599731664
East of England,E02003307,Chadwell St Mary,0.536854324
East of England,E02003308,East Tilbury,0.527647221
East of England,E02003309,Little Thurrock South,0.565775681
East of England,E02003310,"Purfleet, South Stifford & Lakeside",0.350804868
East of England,E02003311,Grays Chafford Gorges & Orsett Road,0.458346701
East of England,E02003312,Grays Town,0.329100109
East of England,E02003313,Tilbury,0.421752102
East of England,E02006859,South Chafford,0.398995467
East of England,E02006926,Chafford & North Stifford,0.462032215
East of England,E02003616,Riseley & Sharnbrook,0.720689655
East of England,E02003617,"Harrold, Chellington & Turvey",0.687450222
East of England,E02003618,"Clapham, Oakley & Thurleigh",0.638383144
East of England,E02003619,"Wyboston, Great Barford & Cople",0.637240796
East of England,E02003620,Brickhill,0.65152458
East of England,E02003621,Putnoe,0.691891892
East of England,E02003622,Goldington,0.542762431
East of England,E02003623,Bromham & Biddenham,0.674416433
East of England,E02003624,De Parys,0.561089899
East of England,E02003625,Harpur,0.522662404
East of England,E02003626,Newnham,0.609951547
East of England,E02003627,Castle & Kingsway,0.502358718
East of England,E02003628,Queens Park,0.406622377
East of England,E02003629,Kingsbrook,0.508586007
East of England,E02003630,Cauldwell,0.441259441
East of England,E02003631,Kempston North,0.580769231
East of England,E02003632,Kempston Central & East,0.576734763
East of England,E02003633,Kempston West & South,0.562119806
East of England,E02003634,"Elstow, Shortstown & Wixams",0.613975061
East of England,E02003635,Wootton & Stewartby,0.681930211
East of England,E02003599,Sandy North,0.557766908
East of England,E02003600,Sandy South,0.584939489
East of England,E02003601,Potton,0.65203357
East of England,E02003602,"Blunham, Caldecote & Broom",0.682780922
East of England,E02003603,Biggleswade West,0.587135789
East of England,E02003604,Biggleswade East,0.562041082
East of England,E02003605,Cranfield & Aspley Guise,0.559338111
East of England,E02003606,Houghton Conquest & Clophill,0.701132447
East of England,E02003607,"Marston Moretaine, Lidlington & Woburn",0.605048255
East of England,E02003608,Arlesey & Henlow,0.611248353
East of England,E02003609,Shefford & Shillington,0.61942867
East of England,E02003610,Ampthill & Millbrook,0.641801386
East of England,E02003611,"Clifton, Meppershall & Stondon",0.624517878
East of England,E02003612,Stotfold,0.59292677
East of England,E02003613,Flitwick East,0.603091033
East of England,E02003614,Flitwick West,0.626780986
East of England,E02003615,"Westoning, Harlington & Silsoe",0.65827696
East of England,E02003636,Barton-le-Clay & Upper Sundon,0.618667028
East of England,E02003637,"Toddington, Heath & Reach",0.665021713
East of England,E02003638,Leighton Buzzard North & East,0.624514123
East of England,E02003639,Leighton Buzzard Central,0.562150404
East of England,E02003640,Linslade East,0.618120373
East of England,E02003641,Linslade West,0.611319407
East of England,E02003642,Houghton Regis North,0.45025641
East of England,E02003643,Leighton Buzzard South East,0.530404901
East of England,E02003644,Houghton Regis South,0.512034122
East of England,E02003645,Dunstable East,0.561655405
East of England,E02003646,Dunstable West,0.539229809
East of England,E02003647,Dunstable Central,0.529164631
East of England,E02003648,Dunstable Manshead,0.50758236
East of England,E02003649,Dunstable South,0.5984
East of England,E02003650,"Eaton Bray, Whipsnade & Holywell",0.681622088
East of England,E02003651,Caddington & Slip End,0.669390788
East of England,E02003719,Kings Hedges,0.572085704
East of England,E02003720,Arbury,0.574874137
East of England,E02003721,East Chesterton,0.568413887
East of England,E02003722,West Chesterton,0.616026289
East of England,E02003723,Eddington & Castle,0.454886456
East of England,E02003724,East Barnwell & Abbey,0.573310999
East of England,E02003725,Central & West Cambridge,0.367725741
East of England,E02003726,Petersfield,0.466477138
East of England,E02003727,Romsey,0.557002486
East of England,E02003728,Coleridge,0.561448755
East of England,E02003729,Cherry Hinton,0.685820896
East of England,E02003730,Trumpington,0.569548477
East of England,E02003731,Addenbrooke's & Queen Edith's,0.653376906
East of England,E02003732,Littleport,0.611144822
East of England,E02003733,Little Downham & Sutton,0.664985929
East of England,E02003734,North Ely,0.630640849
East of England,E02003735,South Ely,0.593571966
East of England,E02003736,"Haddenham, Stretham & Witchford",0.689878384
East of England,E02003737,Soham,0.58846264
East of England,E02003738,"Isleham, Fordham & Chippenham",0.668789809
East of England,E02003739,Burwell,0.672432601
East of England,E02003740,Swaffham & Bottisham,0.668832198
East of England,E02006825,Dullingham & Cheveley,0.621781278
East of England,E02003742,"Leverington, Gorefield & Tydd St Giles",0.720738295
East of England,E02003743,Wisbech North,0.495868495
East of England,E02003744,Wisbech South & Peckover,0.530477186
East of England,E02003745,"Wisbech St Mary, Waldersea & Christchurch",0.669866201
East of England,E02003746,March North,0.615652398
East of England,E02003747,Whittlesey,0.661168154
East of England,E02003748,March East,0.623225476
East of England,E02003749,"Coates, Benwick & Pondersbridge",0.663346614
East of England,E02003750,March West,0.672503676
East of England,E02003751,"Doddington, Wimblington & Manea",0.720648926
East of England,E02003752,Chatteris,0.609666428
East of England,E02003753,Yaxley & Farcet,0.607123917
East of England,E02003754,"Stilton, Elton & Folksworth",0.702093964
East of England,E02003755,Ramsey,0.682666339
East of England,E02003756,Sawtry & Gidding,0.74683908
East of England,E02003757,Warboys & Bury,0.669929642
East of England,E02003758,"Somersham, Riptons & Raveleys",0.673225068
East of England,E02003759,"Bluntisham, Earith & Needingworth",0.703622207
East of England,E02003760,Huntingdon Sapley & Oxmoor,0.452732564
East of England,E02003761,Huntingdon Hartford,0.653904282
East of England,E02003762,"Brampton, the Stukeleys and the Alconburys",0.774456522
East of England,E02003763,St Ives North,0.636551155
East of England,E02003764,Huntingdon Central & West,0.545274663
East of England,E02003765,St Ives South,0.643949741
East of England,E02003766,Godmanchester,0.616980354
East of England,E02003767,"Kimbolton, Great Staughton & Molesworth",0.743881792
East of England,E02003768,"Houghton, Hemingford & Fenstanton",0.714623126
East of England,E02003769,Buckden & Perry,0.727913784
East of England,E02003770,"Little Paxton, Love's Farm & Great Gransden",0.650478927
East of England,E02003771,St Neots Priory Park,0.637399877
East of England,E02003772,St Neots Eaton Ford,0.676692843
East of England,E02003773,St Neots Eynesbury,0.595683851
East of England,E02003774,St Neots Eaton Socon,0.6354113
East of England,E02003775,Willingham & Over,0.671362184
East of England,E02003776,Cottenham,0.649628394
East of England,E02003777,"Longstanton, Swavesey & Oakington",0.648765804
East of England,E02003778,Waterbeach and Landbeach,0.604127284
East of England,E02003779,Bar Hill & Boxworth,0.603739805
East of England,E02003780,"HIston, Impington & Orchard Park",0.569100984
East of England,E02003781,"Milton, Fen Ditton & Quy",0.608047227
East of England,E02003783,Girton & Barton,0.599341238
East of England,E02003784,Hardwick & Highfields,0.664847922
East of England,E02003785,Fulbourn & Teversham,0.595116102
